Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-190236,"Signaling by FGFR",0,106,8,529,0.007539654313962587,0.9993732934465557,0.9993732934465557,21,142,0.01184913217623498,9606,Homo sapiens,"","",ZMYM2;ATXN1;INSR;ID2;QKI;RUNX1T1;CREB5;IGF1R,O43597;P19174;O43559;Q06124;P27986;P26599;Q6NXG1,"R-HSA-6803527;R-HSA-5654167;R-HSA-5654165;R-HSA-6803523;R-HSA-5654163;R-HSA-5654608;R-HSA-5654224;R-HSA-1295604;R-HSA-177931;R-HSA-5654623;R-HSA-1549564;R-HSA-5654651;R-HSA-5654584;R-HSA-5654169;R-HSA-5654148;R-HSA-5654658;R-HSA-5654159;R-HSA-5654157;R-HSA-5654571;R-HSA-5654603;R-HSA-5654633"
R-HSA-195721,"Signaling by WNT",7,330,15,1299,0.02347250871327975,0.9993905532504699,0.9993905532504699,49,156,0.0130173564753004,9606,Homo sapiens,"TLE1;H3F3B;PPP2R1B;H3F3A;KREMEN1;SOST;PLCB1;GNG11","Q04724;Q9BQB4;P84243;Q96MU8;P61952;P30154;Q9NQ66",EGR1;JUP;GCH1;SATB1;INSR;BICD1;IGF1R;LRCH2;ZMYM2;ATXN1;DLC1;MAP7;OGT;RUNX1T1;RALGPS2,O95644;Q13547;Q9NSA3;P25054;O15169;Q9UBL3;P49841;Q92993;P98170;P63104;Q15291;P32121;P35222;Q9Y3M2,"R-HSA-3769401;R-HSA-4649028;R-HSA-3601585;R-HSA-3769393;R-HSA-3364026;R-HSA-4641231;R-HSA-4641229;R-HSA-3769397;R-HSA-3322431;R-HSA-3322429;R-HSA-3364014;R-HSA-3769383;R-HSA-3451153;R-HSA-1458875;R-HSA-195251;R-HSA-5251555;R-HSA-5246693;R-HSA-3772430;R-HSA-3965444;R-HSA-3965447;R-HSA-3965441;R-HSA-3299569;R-HSA-201669;R-HSA-2130279;R-HSA-195275;R-HSA-2130282;R-HSA-2130286;R-HSA-5138433;R-HSA-5229343;R-HSA-195283;R-HSA-195280;R-HSA-5368580;R-HSA-8944349;R-HSA-195287;R-HSA-5138459;R-HSA-201685;R-HSA-5323526;R-HSA-5368586;R-HSA-4551451;R-HSA-398040;R-HSA-3361751;R-HSA-195300;R-HSA-195304;R-HSA-5229348;R-HSA-5626938;R-HSA-3322434;R-HSA-195318;R-HSA-398193;R-HSA-3364042"
R-HSA-194138,"Signaling by VEGF",1,134,9,529,0.009531261113877232,0.9994030554847682,0.9994030554847682,12,83,0.006925901201602136,9606,Homo sapiens,"JUP","P14923",ASXL1;KANK1;ATXN1;CAV2;DLC1;INSR;FOXO1;FKBP5;EPHA2,P07900;P20936;P46108;P31749;P19174;Q03135;Q05397;Q9UQB8,"R-HSA-4420083;R-HSA-202129;R-HSA-5218845;R-HSA-202144;R-HSA-5357477;R-HSA-167686;R-HSA-2029465;R-HSA-5218822;R-HSA-4420202;R-HSA-202137;R-HSA-4420153;R-HSA-5218643"
R-HSA-198933,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",1,316,1,326,0.022476705313322427,0.9994102734030373,0.9994102734030373,3,43,0.003588117489986649,9606,Homo sapiens,"COL1A1","P02452",EMP1,P26715,"R-HSA-5696356;R-HSA-5696357;R-HSA-199062"
R-HSA-5633007,"Regulation of TP53 Activity",4,178,10,1002,0.012660928942314532,0.9994364407993767,0.9994364407993767,30,98,0.008177570093457943,9606,Homo sapiens,"DYRK2;PPP2R1B;SGK1;TP63","O00141;Q92630;P30154;Q9H3D4",EGR1;H3F3B;USP54;CITED2;H3F3A;BCL2;GLI1;TP63;PBX1;FKBP5;IGF1R,Q13526;P04637;Q8N726;Q15831;Q9UER7;Q00987;O75604;Q09472,"R-HSA-6792871;R-HSA-6798374;R-HSA-6798373;R-HSA-6798372;R-HSA-198599;R-HSA-6799777;R-HSA-3222072;R-HSA-6805035;R-HSA-3215295;R-HSA-6793661;R-HSA-6804998;R-HSA-6804741;R-HSA-6804229;R-HSA-5689972;R-HSA-6795460;R-HSA-6793666;R-HSA-6811479;R-HSA-6795667;R-HSA-3222020;R-HSA-6799761;R-HSA-6795473;R-HSA-3700992;R-HSA-6792863;R-HSA-6805022;R-HSA-8877692;R-HSA-6804188;R-HSA-6804955;R-HSA-3222093;R-HSA-6804762;R-HSA-6795290"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",0,234,4,439,0.016644142542143824,0.9995026564749605,0.9995026564749605,7,63,0.005257009345794392,9606,Homo sapiens,"","",CD24;ETS1;CREB5;IGF1R,P01100;P29353-2;P05412;P07948,"R-HSA-450292;R-HSA-450325;R-HSA-2730844;R-HSA-2454208;R-HSA-2730862;R-HSA-168136;R-HSA-2730886"
R-HSA-5621481,"C-type lectin receptors (CLRs)",0,202,1,485,0.014368020485098514,0.9995262978045362,0.9995262978045362,1,68,0.005674232309746329,9606,Homo sapiens,"","",OGT,Q04206,"R-HSA-5660980"
R-HSA-112315,"Transmission across Chemical Synapses",4,338,4,846,0.024041539227541077,0.9995288453260227,0.9995288453260227,10,133,0.011098130841121495,9606,Homo sapiens,"CACNA2D3;NRG1;PLCB1;GNG11","P61952;Q02297;Q9NQ66;Q8IZS8",ATXN1;ID2;SGK1;CGGBP1,Q14012;Q9NRD5;P16220,"R-HSA-9619376;R-HSA-442724;R-HSA-9612085;R-HSA-210420;R-HSA-421007;R-HSA-416639;R-HSA-111912;R-HSA-500717;R-HSA-111919;R-HSA-416985"
R-HSA-447115,"Interleukin-12 family signaling",0,96,6,571,0.006828366171135927,0.9995856977029922,0.9995856977029922,13,114,0.009512683578104138,9606,Homo sapiens,"","",ATXN1;PPP2R1B;USP54;ZMAT3;LIF;BICD1,P52597;P40763;P22626;P23528;P11233;P40189,"R-HSA-8950441;R-HSA-8950415;R-HSA-8950533;R-HSA-1067646;R-HSA-8950780;R-HSA-8950782;R-HSA-8984021;R-HSA-8950292;R-HSA-8950581;R-HSA-8950518;R-HSA-8984023;R-HSA-8952823;R-HSA-8950583"
R-HSA-72312,"rRNA processing",0,245,2,441,0.017426559499253147,0.9995956717097664,0.9995956717097664,2,21,0.0017523364485981308,9606,Homo sapiens,"","",CCDC14;CGGBP1,Q6IN84;P48730,"R-HSA-6791223;R-HSA-6793122"
R-HSA-425407,"SLC-mediated transmembrane transport",2,412,2,472,0.029305071484458354,0.9996533372001258,0.9996533372001258,4,184,0.015353805073431242,9606,Homo sapiens,"SLC35B3;RUNX1","Q9H1N7;Q01196",ELOVL4;MGLL,Q8IWU4;Q3KNW5,"R-HSA-549241;R-HSA-741449;R-HSA-437136;R-HSA-433089"
R-HSA-211859,"Biological oxidations",1,545,0,122,0.03876520378405292,0.9996591047875135,0.9996591047875135,1,185,0.015437249666221628,9606,Homo sapiens,"SLC35B3","",,,"R-HSA-741449"
R-HSA-8978868,"Fatty acid metabolism",1,429,1,248,0.030514261327263675,0.9996792705467393,0.9996792705467393,3,217,0.018107476635514017,9606,Homo sapiens,"ELOVL4","Q9GZR5",EMP1,Q08426,"R-HSA-548830;R-HSA-6809264;R-HSA-6809263"
R-HSA-6807070,"PTEN Regulation",1,171,3,524,0.01216302724233587,0.9996982481700454,0.9996982481700454,6,56,0.004672897196261682,9606,Homo sapiens,"EGR1","P18146",TLE1;ETS1;CREB5,P15336;P05412;P14373,"R-HSA-8944104;R-HSA-8850997;R-HSA-8851011;R-HSA-8944397;R-HSA-8944078;R-HSA-8944047"
R-HSA-72766,"Translation",0,339,1,362,0.024112668041823743,0.9997055222984904,0.9997055222984904,2,99,0.008261014686248331,9606,Homo sapiens,"","",RBM4,Q04637,"R-HSA-72631;R-HSA-72619"
R-HSA-162909,"Host Interactions of HIV factors",0,150,1,562,0.010669322142399885,0.9997229527429905,0.9997229527429905,1,54,0.004506008010680908,9606,Homo sapiens,"","",FKBP5,P50750,"R-HSA-167235"
R-HSA-202733,"Cell surface interactions at the vascular wall",2,256,6,653,0.018208976456362474,0.9997230933612503,0.9997230933612503,22,64,0.0053404539385847796,9606,Homo sapiens,"COL1A1;ANGPT1","P02452;Q15389",JUP;CAV2;INSR;ID2;CGGBP1;IGF1R,Q14449;P19174;Q03135;Q06124;P29353;P16284;Q9NRD5,"R-HSA-210977;R-HSA-210881;R-HSA-210304;R-HSA-204871;R-HSA-8858435;R-HSA-204773;R-HSA-210277;R-HSA-204549;R-HSA-204779;R-HSA-210283;R-HSA-204873;R-HSA-202702;R-HSA-204813;R-HSA-210285;R-HSA-114577;R-HSA-204850;R-HSA-210290;R-HSA-210294;R-HSA-210872;R-HSA-210974;R-HSA-204798;R-HSA-204861"
R-HSA-69278,"Cell Cycle, Mitotic",5,570,12,947,0.04054342414111957,0.9997271484784762,0.9997271484784762,106,322,0.026869158878504672,9606,Homo sapiens,"KIF2A;H3F3B;TFDP2;PPP2R1B;DLC1;H3F3A","O00139;P63167;P84243;P30154;Q14188",TLE1;H3F3B;CITED2;INSR;H3F3A;MEIS2;BICD1;FOXO1;ZMYM2;TFDP2;ZNF207;TP63;CREB5,O43684;Q13547;Q13882;Q13257;Q08999;P49736;P06493;P04183;P49841;Q01105;Q96IF1;P14635;Q8TDN4;Q09472,"R-HSA-375302;R-HSA-8964492;R-HSA-8961934;R-HSA-8961678;R-HSA-8961920;R-HSA-8961665;R-HSA-8964482;R-HSA-2294574;R-HSA-8961671;R-HSA-8961688;R-HSA-8961946;R-HSA-2294580;R-HSA-8964498;R-HSA-8853405;R-HSA-2294590;R-HSA-8961961;R-HSA-380455;R-HSA-8964525;R-HSA-2172678;R-HSA-8961952;R-HSA-9018017;R-HSA-8964513;R-HSA-8961699;R-HSA-8853419;R-HSA-75820;R-HSA-2429719;R-HSA-8961982;R-HSA-2301205;R-HSA-8964531;R-HSA-8961972;R-HSA-2245218;R-HSA-1362261;R-HSA-69195;R-HSA-170057;R-HSA-8964550;R-HSA-8961991;R-HSA-174157;R-HSA-174164;R-HSA-1363276;R-HSA-8964561;R-HSA-380508;R-HSA-4088162;R-HSA-113503;R-HSA-1363274;R-HSA-8964567;R-HSA-8964588;R-HSA-170084;R-HSA-8978926;R-HSA-2294600;R-HSA-8964580;R-HSA-1363303;R-HSA-2484822;R-HSA-4088141;R-HSA-380272;R-HSA-141429;R-HSA-1363311;R-HSA-1226094;R-HSA-1226095;R-HSA-2430552;R-HSA-1363306;R-HSA-380283;R-HSA-8962039;R-HSA-141437;R-HSA-380294;R-HSA-1227670;R-HSA-1227671;R-HSA-8962050;R-HSA-1638803;R-HSA-380303;R-HSA-380311;R-HSA-1363328;R-HSA-8848414;R-HSA-380316;R-HSA-69019;R-HSA-2468287;R-HSA-174255;R-HSA-8848436;R-HSA-8961840;R-HSA-188345;R-HSA-1638821;R-HSA-8961846;R-HSA-2288097;R-HSA-2467809;R-HSA-2467811;R-HSA-8961863;R-HSA-3000319;R-HSA-4088298;R-HSA-8961874;R-HSA-2574845;R-HSA-8961619;R-HSA-3000310;R-HSA-8961620;R-HSA-2574840;R-HSA-8961632;R-HSA-8961888;R-HSA-113643;R-HSA-8961636;R-HSA-8961895;R-HSA-8856951;R-HSA-8961915;R-HSA-8964475;R-HSA-8856945;R-HSA-8964465;R-HSA-8961651;R-HSA-8961907;R-HSA-8964471"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",1,80,4,625,0.005690305142613272,0.9997296337334683,0.9997296337334683,6,19,0.0015854472630173564,9606,Homo sapiens,"PIK3C2A","O00443",USP54;DLC1;KRT86;RUNX1,Q14677;O14964,"R-HSA-5671702;R-HSA-421831;R-HSA-421836;R-HSA-434362;R-HSA-421835;R-HSA-421833"
R-HSA-421837,"Clathrin derived vesicle budding",1,80,4,625,0.005690305142613272,0.9997296337334683,0.9997296337334683,6,19,0.0015854472630173564,9606,Homo sapiens,"PIK3C2A","O00443",USP54;DLC1;KRT86;RUNX1,Q14677;O14964,"R-HSA-5671702;R-HSA-421831;R-HSA-421836;R-HSA-434362;R-HSA-421835;R-HSA-421833"
R-HSA-170834,"Signaling by TGF-beta Receptor Complex",1,85,6,636,0.006045949214026602,0.9997547911810583,0.9997547911810583,8,82,0.006842456608811749,9606,Homo sapiens,"TFDP2","Q14188",ZMYM2;ANK3;TP63;E2F8;RUNX1;RUNX1T1,Q9UNE7;Q13547;Q9GZV5;Q15796;P08047,"R-HSA-1484099;R-HSA-2031355;R-HSA-2127257;R-HSA-2187368;R-HSA-2187309;R-HSA-2176445;R-HSA-2186607;R-HSA-2187375"
R-HSA-112316,"Neuronal System",5,484,5,921,0.0344263461128103,0.9997571908474503,0.9997571908474503,15,186,0.015520694259012017,9606,Homo sapiens,"HOMER2;CACNA2D3;NRG1;PLCB1;GNG11","Q9NSB8;P61952;Q02297;Q9NQ66;Q8IZS8",ATXN1;ID2;ITGA2;SGK1;CGGBP1,Q96HC4;Q14012;Q9NRD5;P16220;Q9H0F6,"R-HSA-9619376;R-HSA-442724;R-HSA-9612085;R-HSA-6794351;R-HSA-421007;R-HSA-111912;R-HSA-500717;R-HSA-6794347;R-HSA-111919;R-HSA-6794344;R-HSA-6794355;R-HSA-6794354;R-HSA-210420;R-HSA-416639;R-HSA-416985"
R-HSA-75893,"TNF signaling",0,50,11,682,0.0035564407141332956,0.9998079484349583,0.9998079484349583,11,29,0.0024198931909212283,9606,Homo sapiens,"","",DUSP4;BTG1;ATXN1;EFEMP1;NUFIP2;H2AFY;USP54;DLC1;CCDC50;CREB5;RUNX1,P63244;Q13546;Q13158;Q13077;Q12933;O95429,"R-HSA-140978;R-HSA-5634228;R-HSA-5357776;R-HSA-5626982;R-HSA-5357780;R-HSA-5357828;R-HSA-5626962;R-HSA-5634221;R-HSA-83656;R-HSA-3371353;R-HSA-83660"
R-HSA-5693532,"DNA Double-Strand Break Repair",1,167,6,620,0.011878511985205207,0.9998258435183037,0.9998258435183037,18,107,0.008928571428571428,9606,Homo sapiens,"XRCC4","Q13426",ATXN1;XRCC4;SATB1;BCL2;ETS1;CREB5,P38398;Q12888;Q96SD1;P78527;Q92993;P63279,"R-HSA-5684052;R-HSA-5686900;R-HSA-5693589;R-HSA-5686483;R-HSA-5686704;R-HSA-5693566;R-HSA-5693599;R-HSA-5693574;R-HSA-5684071;R-HSA-5693604;R-HSA-5686469;R-HSA-5659781;R-HSA-5687360;R-HSA-5686657;R-HSA-5682607;R-HSA-5693615;R-HSA-5686924;R-HSA-5686410"
R-HSA-913531,"Interferon Signaling",2,392,10,601,0.027882495198805035,0.9998773515990482,0.9998773515990482,8,66,0.005507343124165554,9606,Homo sapiens,"EGR1","ENSG00000120738;P18146",DYRK2;ELOVL4;SATB1;USP54;INSR;GLI1;ETS1;TP63;PBX1;IGF1R,P63165;Q13526;O60573;P18031;Q06124;P23497,"R-HSA-997311;R-HSA-936462;R-HSA-997309;R-HSA-1678843;R-HSA-1015702;R-HSA-1031716;R-HSA-877281;R-HSA-1015699"
R-HSA-72163,"mRNA Splicing - Major Pathway",0,185,6,666,0.013158830642293192,0.999886527839636,0.999886527839636,3,9,7.510013351134847E-4,9606,Homo sapiens,"","",ATXN1;USP54;ZMAT3;MSI2;ETS1;QKI,P31943;P52597;Q08211;P61978;Q15365;P26368;P55795;Q05519,"R-HSA-72160;R-HSA-72107;R-HSA-72124"
R-HSA-8957322,"Metabolism of steroids",2,321,8,669,0.022832349384735755,0.9998905401986415,0.9998905401986415,20,234,0.019526034712950602,9606,Homo sapiens,"MTF1;INSIG1","Q14872;O15503",EFEMP1;ELOVL4;SATB1;EMP1;KRT86;CLN5;CREB5;RUNX1T1,Q15125;P37268;Q8IY26;P63279;Q9H2F3;P08047,"R-HSA-2426148;R-HSA-8952137;R-HSA-192097;R-HSA-2426146;R-HSA-2426157;R-HSA-195690;R-HSA-2426156;R-HSA-1655826;R-HSA-6807052;R-HSA-2426153;R-HSA-2426152;R-HSA-2426155;R-HSA-1655850;R-HSA-2426161;R-HSA-2426163;R-HSA-4546387;R-HSA-2317531;R-HSA-2317530;R-HSA-193816;R-HSA-193789"
R-HSA-2682334,"EPH-Ephrin signaling",1,101,10,689,0.007184010242549257,0.9999008377781876,0.9999008377781876,19,56,0.004672897196261682,9606,Homo sapiens,"EPHA2","P29317",ATXN1;BTG1;CAV2;DLC1;KLHL24;SMARCA2;NPAS2;CGGBP1;MGLL;EPHA2,P20936;P23528;O43639;O00560;Q05397,"R-HSA-3928602;R-HSA-3928639;R-HSA-3928607;R-HSA-3928604;R-HSA-4093330;R-HSA-3928597;R-HSA-4093329;R-HSA-3928628;R-HSA-3928660;R-HSA-3928651;R-HSA-4093327;R-HSA-3928584;R-HSA-3928648;R-HSA-3928591;R-HSA-3928588;R-HSA-3928642;R-HSA-3928578;R-HSA-3928608;R-HSA-3928646"
R-HSA-72172,"mRNA Splicing",0,196,6,669,0.013941247599402518,0.9999032394240569,0.9999032394240569,3,14,0.0011682242990654205,9606,Homo sapiens,"","",ATXN1;USP54;ZMAT3;MSI2;ETS1;QKI,P31943;P52597;Q08211;P61978;Q15365;P26368;P55795;Q05519,"R-HSA-72160;R-HSA-72107;R-HSA-72124"
R-HSA-9006936,"Signaling by TGF-beta family members",1,114,8,718,0.008108684828223913,0.9999330349909497,0.9999330349909497,10,107,0.008928571428571428,9606,Homo sapiens,"TFDP2","Q14188",ZMYM2;HEY1;ANK3;TP63;E2F8;RUNX1;CREB5;RUNX1T1,Q9UNE7;Q13547;O75593;Q9GZV5;Q15796;P19883;P08047,"R-HSA-1484099;R-HSA-2473184;R-HSA-2031355;R-HSA-2127257;R-HSA-2187368;R-HSA-2187309;R-HSA-2176445;R-HSA-1225919;R-HSA-2186607;R-HSA-2187375"
R-HSA-449147,"Signaling by Interleukins",10,640,20,1762,0.04552244114090618,0.9999459121899119,0.9999459121899119,75,491,0.040971295060080105,9606,Homo sapiens,"DUSP4;PPP2R1B;BCL2;LIF;IL7R;FOXO1;DUSP6","Q13115;ENSG00000150907;P16871;ENSG00000128342;Q12778;P10415;ENSG00000171791;P30154;P15018;Q16828",DOCK4;TLE1;ELOVL4;GCH1;USP54;INSR;LIF;ETS1;BICD1;IGF1R;ATXN1;GRK5;PPP2R1B;ZMAT3;CHI3L1;SGK1;IL7R;CREB5;FKBP5;RALGPS2,Q9H0E2;P52597;P01100;P05412;Q13277;O15111;P25963;P29353;P09601;P62993;P40189;P63104;P40763;P15336;P22626;P23528;Q06124;Q14627;P16220;P11233;P13232,"R-HSA-8950415;R-HSA-6789615;R-HSA-8983299;R-HSA-1295519;R-HSA-8950533;R-HSA-1295516;R-HSA-8987014;R-HSA-8987161;R-HSA-446868;R-HSA-450325;R-HSA-1112708;R-HSA-5609665;R-HSA-199959;R-HSA-203797;R-HSA-8983059;R-HSA-6784765;R-HSA-8982162;R-HSA-8983061;R-HSA-8982165;R-HSA-8950292;R-HSA-449818;R-HSA-8987156;R-HSA-8983063;R-HSA-449958;R-HSA-8950441;R-HSA-6784323;R-HSA-6783681;R-HSA-1295540;R-HSA-446894;R-HSA-8983077;R-HSA-9014052;R-HSA-8983078;R-HSA-6797268;R-HSA-879934;R-HSA-9025969;R-HSA-9009072;R-HSA-209087;R-HSA-449978;R-HSA-8950581;R-HSA-8987063;R-HSA-8950583;R-HSA-6783524;R-HSA-8983373;R-HSA-6784160;R-HSA-8983374;R-HSA-8987214;R-HSA-168136;R-HSA-8983003;R-HSA-1264832;R-HSA-199895;R-HSA-8984021;R-HSA-8984023;R-HSA-8985966;R-HSA-8987104;R-HSA-6785165;R-HSA-914022;R-HSA-8983394;R-HSA-8987236;R-HSA-1067646;R-HSA-6790025;R-HSA-199917;R-HSA-1266684;R-HSA-6784791;R-HSA-450292;R-HSA-6790036;R-HSA-8950780;R-HSA-8987132;R-HSA-8950782;R-HSA-168053;R-HSA-912757;R-HSA-168440;R-HSA-199935;R-HSA-452091;R-HSA-8950518;R-HSA-8952823"
R-HSA-199991,"Membrane Trafficking",6,665,6,1154,0.04730066149797283,0.9999520097045254,0.9999520097045254,41,218,0.018190921228304405,9606,Homo sapiens,"KIF2A;DLC1;ANK3;IL7R;PIK3C2A;BICD1","O00139;P63167;P16871;Q12955;O00443;Q96G01",ELOVL4;USP54;DLC1;CCDC14;KRT86;RUNX1,Q15836;O15155;O75396;Q12981;Q14677;O14653;O75379;P48730;O14964,"R-HSA-5671702;R-HSA-8849350;R-HSA-8868230;R-HSA-421831;R-HSA-8849348;R-HSA-6811426;R-HSA-6809006;R-HSA-421836;R-HSA-8868236;R-HSA-6809003;R-HSA-421835;R-HSA-8849353;R-HSA-5694425;R-HSA-421833;R-HSA-6809015;R-HSA-6809011;R-HSA-6809010;R-HSA-5694415;R-HSA-8871194;R-HSA-8871193;R-HSA-8868071;R-HSA-6807877;R-HSA-8866277;R-HSA-6807875;R-HSA-8867756;R-HSA-8868651;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-6814678;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-6811423;R-HSA-6811422;R-HSA-8869438;R-HSA-6814683;R-HSA-434362;R-HSA-6811417;R-HSA-5694441"
R-HSA-8864260,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",1,52,9,791,0.003698698342698627,0.9999525290530406,0.9999525290530406,13,44,0.003671562082777036,9606,Homo sapiens,"CITED2","Q99967",ASXL1;KITLG;SH3BGRL;H2AFY;JUP;CAV2;CITED2;SATB1;FOXO1,P04626;P10721;P00533;Q92754;Q92793;P03372;P63279;Q09472,"R-HSA-8864577;R-HSA-8864718;R-HSA-8874797;R-HSA-8864395;R-HSA-3234081;R-HSA-8937369;R-HSA-8864307;R-HSA-8864466;R-HSA-3234084;R-HSA-8864698;R-HSA-8864729;R-HSA-8864569;R-HSA-3234094"
R-HSA-382551,"Transport of small molecules",7,960,4,935,0.06828366171135927,0.9999528759842526,0.9999528759842526,16,430,0.03588117489986649,9606,Homo sapiens,"SLC35B3;TSC22D3;ABCC5;VLDLR;SGK1;GNG11;RUNX1","P98155;Q99576;O00141;O15440;Q9H1N7;P61952;Q01196",ELOVL4;NUFIP2;CGGBP1;MGLL,Q8IWU4;Q92824;O76003;Q3KNW5,"R-HSA-8855111;R-HSA-741449;R-HSA-6784676;R-HSA-8854628;R-HSA-2682349;R-HSA-432195;R-HSA-433089;R-HSA-5690886;R-HSA-549241;R-HSA-1454916;R-HSA-422320;R-HSA-437136;R-HSA-8854462;R-HSA-432188;R-HSA-8855131;R-HSA-8855130"
R-HSA-3700989,"Transcriptional Regulation by TP53",7,486,16,1465,0.03456860374137563,0.9999550736392264,0.9999550736392264,65,259,0.02161214953271028,9606,Homo sapiens,"COX7B;DYRK2;TFDP2;PPP2R1B;SGK1;TP63;E2F8","A0AVK6;O00141;Q92630;P30154;P24311;Q14188;Q9H3D4",EGR1;H3F3B;USP54;CITED2;H3F3A;GLI1;HDAC9;QKI;PBX1;FOXO1;IGF1R;ATXN1;BCL2;SGK1;TP63;E2F8;FKBP5,Q96AV8;Q86X55;Q13526;Q13794;P55957;P04637;Q8N726;P41182;O75909;Q15831;Q07812;Q9UER7;Q92793;Q00987;O75604;P49815;Q9BXH1;Q09472,"R-HSA-6796647;R-HSA-6799462;R-HSA-3215152;R-HSA-3222072;R-HSA-5632732;R-HSA-139913;R-HSA-163214;R-HSA-4331340;R-HSA-3215295;R-HSA-6791291;R-HSA-6800250;R-HSA-6799815;R-HSA-5689972;R-HSA-6795460;R-HSA-6800836;R-HSA-6793666;R-HSA-8952996;R-HSA-6798282;R-HSA-6811479;R-HSA-140214;R-HSA-3222020;R-HSA-6799441;R-HSA-6795473;R-HSA-3700992;R-HSA-165179;R-HSA-6804188;R-HSA-6804955;R-HSA-6798299;R-HSA-8953013;R-HSA-3700984;R-HSA-6792871;R-HSA-6798374;R-HSA-6798373;R-HSA-6798372;R-HSA-198599;R-HSA-6797090;R-HSA-8953037;R-HSA-6799777;R-HSA-6797100;R-HSA-6805035;R-HSA-3700981;R-HSA-6797993;R-HSA-198609;R-HSA-6803892;R-HSA-6800816;R-HSA-5632386;R-HSA-6793661;R-HSA-6798268;R-HSA-5632393;R-HSA-6804998;R-HSA-6804741;R-HSA-6804229;R-HSA-6798082;R-HSA-6798081;R-HSA-6800001;R-HSA-6798347;R-HSA-6795667;R-HSA-6799761;R-HSA-6798353;R-HSA-6792863;R-HSA-6805022;R-HSA-8877692;R-HSA-3222093;R-HSA-6804762;R-HSA-6795290"
R-HSA-388396,"GPCR downstream signalling",9,1355,8,804,0.09637954335301231,0.999958669755386,0.999958669755386,62,253,0.021111481975967957,9606,Homo sapiens,"GPR39;CXCL11;CXCL12;PPP2R1B;GRK5;CNR1;PLCB1;GNG11;MGLL","P34947;Q99685;P61952;P30154;Q9NQ66;O43194;P48061;P21554;O14625",DUSP4;SH3BGRL;CAV2;BCL2;SGK1;ETS1;CREB5;IGF1R,P10745;P00533;P28482;P16220;Q9NZN5,"R-HSA-114688;R-HSA-749448;R-HSA-749454;R-HSA-749453;R-HSA-111879;R-HSA-750988;R-HSA-749452;R-HSA-167429;R-HSA-167433;R-HSA-2464809;R-HSA-749446;R-HSA-8964614;R-HSA-112271;R-HSA-8964634;R-HSA-751001;R-HSA-420883;R-HSA-8964241;R-HSA-2179387;R-HSA-750993;R-HSA-111898;R-HSA-749456;R-HSA-751019;R-HSA-379044;R-HSA-112037;R-HSA-8964271;R-HSA-111912;R-HSA-2465934;R-HSA-380073;R-HSA-379048;R-HSA-111916;R-HSA-751013;R-HSA-111919;R-HSA-751039;R-HSA-2465938;R-HSA-751027;R-HSA-751024;R-HSA-744887;R-HSA-744886;R-HSA-426043;R-HSA-201790;R-HSA-751029;R-HSA-2454113;R-HSA-8851797;R-HSA-199895;R-HSA-8964317;R-HSA-398040;R-HSA-392295;R-HSA-8982637;R-HSA-392300;R-HSA-398188;R-HSA-398184;R-HSA-167408;R-HSA-8964604;R-HSA-8964605;R-HSA-398193;R-HSA-416510;R-HSA-8982641;R-HSA-8982640;R-HSA-167419;R-HSA-8982645;R-HSA-8964599;R-HSA-111870"
R-HSA-5653656,"Vesicle-mediated transport",7,824,6,1180,0.05861014296891671,0.999966629710875,0.999966629710875,42,251,0.020944592790387184,9606,Homo sapiens,"COL1A1;KIF2A;DLC1;ANK3;IL7R;PIK3C2A;BICD1","P02452;O00139;P63167;P16871;Q12955;O00443;Q96G01",ELOVL4;USP54;DLC1;CCDC14;KRT86;RUNX1,Q15836;O15155;O75396;Q12981;Q14677;O14653;O75379;P48730;O14964,"R-HSA-5671702;R-HSA-8849350;R-HSA-8868230;R-HSA-421831;R-HSA-8849348;R-HSA-6811426;R-HSA-6809006;R-HSA-421836;R-HSA-8868236;R-HSA-6809003;R-HSA-421835;R-HSA-8849353;R-HSA-5694425;R-HSA-421833;R-HSA-6809015;R-HSA-6809011;R-HSA-6809010;R-HSA-5694415;R-HSA-8871194;R-HSA-8871193;R-HSA-8868071;R-HSA-6807877;R-HSA-3221843;R-HSA-8866277;R-HSA-6807875;R-HSA-8867756;R-HSA-8868651;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-6814678;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-6811423;R-HSA-6811422;R-HSA-8869438;R-HSA-6814683;R-HSA-434362;R-HSA-6811417;R-HSA-5694441"
